id,name,artists,instruments,speechiness,instrumentalness,key,mode,tempo,loudness,theme,chords_1,chords_2,chords_1_numeric,chords_2_numeric,normal_chords_1_numeric,normal_chords_2_numeric,diff_chords_1_numeric,diff_chords_2_numeric
0AS63m1wHv9n4VVRizK6Hc,Mercy,Shawn Mendes,"['piano', 'guitar']",0.0821,0.0,11,0,148.122,-4.957,You've got a hold on me Don't even know your power I stand a hundred feet But I fall when I'm around you,"['Am', 'F', 'C', 'G']","['Am', 'F', 'C', 'G']","[21, 5, 0, 7]","[21, 5, 0, 7]","[10, -6, -11, -4]","[10, -6, -11, -4]","[-16, -5, 7]","[-16, -5, 7]"
4rPkN1FMzQyFNP9cLUGIIB,Love Again,Dua Lipa,"['synthesizer', 'piano']",0.0339,2.85e-05,11,0,115.982,-4.668,"I never thought that I would find a way out I never thought I'd hear my heartbeat so loud I can't believe there's something left in my chest anymore But God damn, you got me in love again","['A', 'E', 'F#m', 'D']","['A', 'E', 'F#m', 'D']","[9, 4, 18, 2]","[9, 4, 18, 2]","[-2, -7, 7, -9]","[-2, -7, 7, -9]","[-5, 14, -16]","[-5, 14, -16]"
4l0RmWt52FxpVxMNni6i63,you broke me first,Tate McRae,"['piano', 'synthesizer']",0.0543,0.0,4,1,124.027,-9.357,Maybe you don't like talking too much about yourself But you should have told me That you were thinking 'bout someone else You're drunk at a party,"['G', 'D', 'Em', 'C']","['G', 'D', 'Em', 'C']","[7, 2, 16, 0]","[7, 2, 16, 0]","[3, -2, 12, -4]","[3, -2, 12, -4]","[-5, 14, -16]","[-5, 14, -16]"
5xEM5hIgJ1jjgcEBfpkt2F,Complicated,Avril Lavigne,"['guitar', 'drums']",0.0459,7.74e-06,5,1,77.987,-5.898,"Uh huh, life's like this Uh huh, uh huh, that's the way it is 'Cause life's like this Uh huh, uh huh, that's the way it is","['A', 'C#m', 'B', 'E']","['A', 'C#m', 'B', 'E']","[9, 13, 11, 4]","[9, 13, 11, 4]","[4, 8, 6, -1]","[4, 8, 6, -1]","[4, -2, -7]","[4, -2, -7]"
02dRkCEc8Q5ch4TTcnLxOn,Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus","['drums', 'synthesizer']",0.0671,1.36e-06,7,0,114.066,-5.844,"The theme of ""Nothing Breaks Like a Heart"" revolves around the pain and vulnerability that come with love and heartbreak, highlighting the contrasts between resilience and fragility. It emphasizes that while relationships can lead to deep emotional suffering, they also shape personal growth and strength.","['A', 'C#m', 'E', 'B']","['A', 'E', 'F#m', 'D']","[9, 13, 4, 11]","[9, 4, 18, 2]","[2, 6, -3, 4]","[2, -3, 11, -5]","[4, -9, 7]","[-5, 14, -16]"
4tcauy2xyIv1q0ckvQmc4H,Material Girl - 2024 Remaster,Madonna,"['synthesizer', 'drum machine']",0.031,0.00189,0,1,136.403,-2.567,"The theme of ""Material Girl"" revolves around the celebration of wealth, luxury, and the desire for a glamorous lifestyle, highlighting a preference for material possessions over emotional connections. It reflects a confident and assertive attitude towards using charm and allure to achieve one's desires in a consumer-driven society.","['D', 'G', 'A', 'D']","['Bm', 'F#m', 'G', 'A']","[2, 7, 9, 2]","[23, 18, 7, 9]","[2, 7, 9, 2]","[23, 18, 7, 9]","[5, 2, -7]","[-5, -11, 2]"
5JdLUE9D743ob2RtgmVpVx,Makeba,Jain,"['piano', 'drum machine']",0.0704,0.506,2,1,116.068,-9.432,"Ooohe Ooohe Ooohe Makeba, makeba ma che bella","['Em', 'C', 'G', 'D']","['Em', 'C', 'G', 'D']","[16, 0, 7, 2]","[16, 0, 7, 2]","[14, -2, 5, 0]","[14, -2, 5, 0]","[-16, 7, -5]","[-16, 7, -5]"
5bh6Yk2ToUtXaZTfyOHL9o,Love Me Like You Do,Ellie Goulding,"['synthesizer', 'drums']",0.0419,0.0,5,0,189.788,-6.641,"You're the light, you're the night You're the colour of my blood You're the cure, you're the pain You're the only thing I wanna touch","['F', 'G', 'Em', 'Am']","['F', 'G', 'Em', 'Am']","[5, 7, 16, 21]","[5, 7, 16, 21]","[0, 2, 11, 16]","[0, 2, 11, 16]","[2, 9, 5]","[2, 9, 5]"
3CmHvyZQQAGkKkTjTBFWN6,Have a Cigar,Pink Floyd,"['electric guitar', 'synthesizer']",0.0437,0.0488,4,0,120.155,-10.191,"Come in here, dear boy, have a cigar. You're gonna go far, you're gonna fly high, you're never gonna die, you're gonna make it if you try; they're gonna love you. Well I've always had a deep respect, and I mean that most sincerely.","['A', 'E', 'D', 'A']","['A', 'E', 'D', 'G']","[9, 4, 2, 9]","[9, 4, 2, 7]","[5, 0, -2, 5]","[5, 0, -2, 3]","[-5, -2, 7]","[-5, -2, 5]"
75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,"['piano', 'synthesizer']",0.0243,1.46e-05,5,1,146.277,-7.224,"Come up to meet you, tell you I'm sorry, You don't know how lovely you are. I had to find you, tell you I need you, Tell you I set you apart.","['D', 'A', 'Bm', 'G']","['D', 'A', 'G', 'D']","[2, 9, 23, 7]","[2, 9, 7, 2]","[-3, 4, 18, 2]","[-3, 4, 2, -3]","[7, 14, -16]","[7, -2, -5]"
3fH4KjXFYMmljxrcGrbPj9,Don't You (Forget About Me),Simple Minds,"['synthesizer', 'drum machine']",0.0299,0.0181,2,1,111.346,-6.61,"Hey, hey, hey ,hey Oooh... Won't you come see about me ? I'll be alone, dancing you know it baby","['C', 'G', 'A', 'F']","['C', 'G', 'A', 'F']","[0, 7, 9, 5]","[0, 7, 9, 5]","[-2, 5, 7, 3]","[-2, 5, 7, 3]","[7, 2, -4]","[7, 2, -4]"
5KgbyD2lQQlIupAaPjgiXg,"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,"['guitar', 'drums']",0.0249,0.000952,1,0,109.121,-7.224,"The theme of ""Night Fever"" revolves around the excitement and energy of nightlife, capturing the vibrant atmosphere of dancing and socializing in the disco scene. It reflects a sense of liberation and joy, emphasizing the connection between music, movement, and the electric thrill of being young and alive.","['A', 'D', 'F#m', 'E']","['A', 'D', 'F#m', 'E']","[9, 2, 18, 4]","[9, 2, 18, 4]","[8, 1, 17, 3]","[8, 1, 17, 3]","[-7, 16, -14]","[-7, 16, -14]"
5y0YreEOnQiKFAnCrcFIXz,(Just Like) Starting Over - Remastered 2010,John Lennon,"['piano', 'synthesizer']",0.0757,5.68e-05,9,1,99.104,-6.16,"The theme of ""(Just Like) Starting Over"" revolves around the hope and renewal that comes with embracing a fresh beginning in love and life. The lyrics convey a sense of longing for simplicity and joy, emphasizing the importance of cherishing relationships and the promise of new opportunities.","['C', 'F', 'G', 'C']","['F', 'G', 'C', 'C']","[0, 5, 7, 0]","[5, 7, 0, 0]","[-9, -4, -2, -9]","[-4, -2, -9, -9]","[5, 2, -7]","[2, -7, 0]"
36lkJSDyMEZoWTqtRj8Q8q,You're the Inspiration - 2006 Remaster,Chicago,"['piano', 'synthesizer']",0.0274,0.0,11,1,74.008,-6.364,"The theme of ""You're the Inspiration"" revolves around deep love and admiration, expressing how a significant other brings meaning and purpose to life. The lyrics convey a heartfelt message about devotion, longing, and the transformative power of love.","['C', 'G', 'Am', 'F']","['C', 'G', 'Dm', 'G']","[0, 7, 21, 5]","[0, 7, 14, 7]","[-11, -4, 10, -6]","[-11, -4, 3, -4]","[7, 14, -16]","[7, 7, -7]"
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,"['guitar', 'bass']",0.0281,0.000121,11,1,173.372,-7.227,Look at the stars look how they shine for you and everything you do yeah they were all yellow,"['B', 'F#', 'G#m', 'E']","['B', 'F#', 'G#m', 'E']","[11, 6, 20, 4]","[11, 6, 20, 4]","[0, -5, 9, -7]","[0, -5, 9, -7]","[-5, 14, -16]","[-5, 14, -16]"
5coTcHT7K8O3G97y9T4LOU,Lonely People,America,"['guitar', 'piano']",0.0262,3.95e-05,7,1,79.368,-9.294,This is for all the lonely people  Thinking that life has passed them by  Don't give up until you drink from the silver cup  And ride that highway in the sky ,"['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'C']","[0, 7, 21, 5]","[0, 7, 5, 0]","[-7, 0, 14, -2]","[-7, 0, -2, -7]","[7, 14, -16]","[7, -2, -5]"
745H5CctFr12Mo7cqa1BMH,My Girl,The Temptations,"['guitar', 'bass guitar']",0.0345,0.0,0,1,104.57,-10.739,"The theme of ""My Girl"" by The Temptations revolves around deep affection and the joy that love brings, highlighting the speaker's admiration and happiness derived from their romantic partner. The song expresses warmth and positivity, emphasizing how love can brighten one's life and make everything feel better.","['A', 'D', 'E', 'A']","['A', 'D', 'A', 'E']","[9, 2, 4, 9]","[9, 2, 9, 4]","[9, 2, 4, 9]","[9, 2, 9, 4]","[-7, 2, 5]","[-7, 7, -5]"
476V2d6iA2tWXgQboKmTtA,Father And Son,Yusuf / Cat Stevens,"['guitar', 'piano']",0.0365,8.85e-05,7,1,136.243,-12.29,"The theme of ""Father and Son"" revolves around the generational conflict between a father and his son, highlighting the struggle between traditional expectations and the desire for individual freedom. The song captures the emotional tension as the father offers wisdom based on his experiences, while the son yearns to carve out his own path, reflecting the universal challenges of parent-child relationships.","['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'C']","[0, 7, 21, 5]","[0, 7, 5, 0]","[-7, 0, 14, -2]","[-7, 0, -2, -7]","[7, 14, -16]","[7, -2, -5]"
4jLv3tDBu8ww2R07DvL12s,Man On The Moon,R.E.M.,"['synthesizer', 'drum machine']",0.026,0.000442,7,1,118.567,-7.574,"The theme of ""Man On The Moon"" by R.E.M. explores the intersection of myth, reality, and nostalgia, particularly through the lens of humor and existential reflection. It juxtaposes pop culture references and the enduring legacy of figures like Andy Kaufman to question the nature of belief and the human experience.","['C', 'G', 'Am', 'Em']","['C', 'G', 'D', 'C']","[0, 7, 21, 16]","[0, 7, 2, 0]","[-7, 0, 14, 9]","[-7, 0, -5, -7]","[7, 14, -5]","[7, -5, -2]"
7kWPh7dvoyJ0frnnZzxZPj,I’ll Have to Say I Love You in a Song,Jim Croce,"['piano', 'guitar']",0.029,0.0101,9,1,133.794,-14.978,"Well, I know it's kind of late I hope I didn't wake you But what I got to say can't wait ","['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'G']","[0, 7, 21, 5]","[0, 7, 5, 7]","[-9, -2, 12, -4]","[-9, -2, -4, -2]","[7, 14, -16]","[7, -2, 2]"
7w5AOd6HrDIHewHfpABEss,Wicked Game,Chris Isaak,"['guitar', 'synthesizer']",0.0294,0.00837,9,1,112.306,-18.09,The world was on fire and no one could save me but you. It's strange what desire will make foolish people do. I never dreamed that I'd meet somebody like you. And I never dreamed that I knew somebody like you.,"['Am', 'C', 'G', 'D']","['Am', 'C', 'G', 'D']","[21, 0, 7, 2]","[21, 0, 7, 2]","[12, -9, -2, -7]","[12, -9, -2, -7]","[-21, 7, -5]","[-21, 7, -5]"
3YRCqOhFifThpSRFJ1VWFM,November Rain,Guns N' Roses,"['piano', 'orchestral strings']",0.0291,0.22,11,1,79.79,-9.316,When I look into your eyes I can see a love restrained But darlin' when I hold you Don't you know I feel the same,"['C', 'G', 'Am', 'E']","['F', 'G', 'C', 'E']","[0, 7, 21, 4]","[5, 7, 0, 4]","[-11, -4, 10, -7]","[-6, -4, -11, -7]","[7, 14, -17]","[2, -7, 4]"
2hdNya0b6Cc2YJ8IyaQIWp,Livin' Thing,Electric Light Orchestra,"['strings', 'synthesizer']",0.0323,0.0,0,1,122.818,-7.097,"Sailin' away on the crest of a wave It's like magic Oh, rollin' and ridin' and slippin' and slidin' It's magic","['A', 'D', 'A', 'E']","['A', 'C#m', 'F#m', 'D']","[9, 2, 9, 4]","[9, 13, 18, 2]","[9, 2, 9, 4]","[9, 13, 18, 2]","[-7, 7, -5]","[4, 5, -16]"
1QFh8OH1e78dGd3VyJZCAC,Boys Don't Cry,The Cure,"['piano', 'synthesizer']",0.0621,0.0,11,0,168.766,-5.766,I would say I'm sorry  If I thought that it would change your mind But I know that this time I have said too much,"['B', 'D#m', 'G#m', 'F#']","['B', 'D#m', 'G#m', 'F#']","[11, 15, 20, 6]","[11, 15, 20, 6]","[0, 4, 9, -5]","[0, 4, 9, -5]","[4, 5, -14]","[4, 5, -14]"
19Shlms2uTnOjIUg50TXzd,Never Going Back Again - 2004 Remaster,Fleetwood Mac,"['acoustic guitar', 'fingerpicking']",0.0379,0.385,6,1,176.083,-12.825,"The theme of ""Never Going Back Again"" revolves around resilience and the determination to move forward after a difficult relationship. It conveys a sense of personal growth and the desire to leave behind past pain, emphasizing the importance of looking ahead with hope.","['C', 'G/B', 'Am', 'G']","['C', 'G/B', 'Am', 'G']","[0, 7, 21, 7]","[0, 7, 21, 7]","[-6, 1, 15, 1]","[-6, 1, 15, 1]","[7, 14, -14]","[7, 14, -14]"
0SEmf7XdvzCmmEjtpZKIKl,Love - Remastered 2010,John Lennon,"['piano', 'synthesizer']",0.0391,0.0197,2,1,80.988,-21.297,"The theme of ""Love"" by John Lennon centers on the transformative power of love as a universal force that brings people together and transcends barriers. Lennon emphasizes the idea that love is essential for understanding, peace, and connection in a world often filled with conflict.","['A', 'E', 'F#m', 'D']","['A', 'E', 'F#m', 'D']","[9, 4, 18, 2]","[9, 4, 18, 2]","[7, 2, 16, 0]","[7, 2, 16, 0]","[-5, 14, -16]","[-5, 14, -16]"
38zsOOcu31XbbYj9BIPUF1,Your Song,Elton John,"['piano', 'string synth']",0.0299,5.52e-06,3,1,128.187,-11.028,It's a little bit funny this feeling inside I'm not one of those who can easily hide I don't have much money but boy if I did I'd buy a big house where we both could live,"['C', 'E', 'Am', 'F']","['C', 'E', 'Am', 'F']","[0, 4, 21, 5]","[0, 4, 21, 5]","[-3, 1, 18, 2]","[-3, 1, 18, 2]","[4, 17, -16]","[4, 17, -16]"
0le6TiEVmRmWlFOLYWtlu0,"So Long, Marianne",Leonard Cohen,"['guitar', 'bass']",0.0264,2.33e-05,9,1,95.242,-9.711,"Come over to the window, my little darling,  I'd like to try to read your palm.  I used to think I was some kind of Gypsy boy  before I let you take me home. ","['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'C']","[0, 7, 21, 5]","[0, 7, 5, 0]","[-9, -2, 12, -4]","[-9, -2, -4, -9]","[7, 14, -16]","[7, -2, -5]"
0KMGxYKeUzK9wc5DZCt3HT,If You Leave Me Now,Chicago,"['piano', 'strings']",0.0268,0.000824,11,1,104.183,-6.784,"If you leave me now, you'll take away the biggest part of me Ooohh no Baby please don't go And if you leave me now, you'll take away the very heart of me","['C', 'G', 'A', 'F']","['C', 'G', 'F', 'C']","[0, 7, 9, 5]","[0, 7, 5, 0]","[-11, -4, -2, -6]","[-11, -4, -6, -11]","[7, 2, -4]","[7, -2, -5]"
4dkoqJrP0L8FXftrMZongF,Across The Universe - Remastered 2009,The Beatles,"['sitar', 'guitar']",0.0287,8.68e-05,1,1,152.126,-11.788,"The theme of ""Across The Universe"" revolves around the idea of transcending everyday life and finding peace and beauty in the universe, emphasizing the power of thoughts and emotions. The lyrics reflect a sense of serenity and acceptance, portraying a connection to the infinite nature of existence and the flow of consciousness.","['A', 'E', 'F#m', 'D']","['A', 'E', 'F#m', 'D']","[9, 4, 18, 2]","[9, 4, 18, 2]","[8, 3, 17, 1]","[8, 3, 17, 1]","[-5, 14, -16]","[-5, 14, -16]"
7j74lucZ59vqN67Ipe2ZcY,Maneater,Daryl Hall & John Oates,"['synthesizer', 'drums']",0.0423,8.56e-05,11,0,88.825,-13.083,"The theme of ""Maneater"" revolves around the dangers of falling for a seductive and destructive woman who manipulates men for her own gain. It highlights the tension between desire and caution, warning listeners of the emotional peril that can come from being lured in by charm and allure.","['B', 'C#m', 'F#', 'E']","['B', 'C#m', 'F#', 'E']","[11, 13, 6, 4]","[11, 13, 6, 4]","[0, 2, -5, -7]","[0, 2, -5, -7]","[2, -7, -2]","[2, -7, -2]"
1Gv6f7m5ZNDcInxGA8PsLS,Superstar,Carpenters,"['piano', 'synthesizer']",0.0294,4.89e-05,8,1,83.175,-11.177,"Long ago and oh so far away I fell in love with you before the second show Your guitar, it sounds so sweet and clear But you're not really here","['C', 'Em', 'F', 'C']","['Am', 'D7', 'G', 'C']","[0, 16, 5, 0]","[21, 2, 7, 0]","[-8, 8, -3, -8]","[13, -6, -1, -8]","[16, -11, -5]","[-19, 5, -7]"
0zDVclPMSsjeyvbnqhWOmt,La vie en rose - Single Version,Louis Armstrong,"['piano', 'trumpet']",0.0663,0.000301,0,1,70.136,-16.396,"The theme of ""La vie en rose"" revolves around the transformative power of love, portraying a sense of enchantment and hope when in the presence of a beloved. The lyrics evoke feelings of joy and contentment, highlighting how love can color life’s experiences with beauty and positivity.","['C', 'E7', 'A7', 'Dm']","['G7', 'C', 'D7', 'G']","[0, 4, 9, 14]","[7, 0, 2, 7]","[0, 4, 9, 14]","[7, 0, 2, 7]","[4, 5, 5]","[-7, 2, 5]"
57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony - Remastered 2016,The Verve,"['orchestral strings', 'drums']",0.0479,0.0,9,1,171.176,-6.006,"The theme of ""Bitter Sweet Symphony"" revolves around the struggle for meaning and fulfillment in a materialistic world, highlighting the tension between desire and the constraints of life. It reflects on the bittersweet nature of existence, capturing the longing for something deeper amidst the challenges and disappointments faced.","['B', 'E', 'G#m', 'F#']",[],"[11, 4, 20, 6]",[],"[2, -5, 11, -3]",[],"[-7, 16, -14]",[]
3SPcBPzvbmWLl8NU5efx4W,Telephone Line,Electric Light Orchestra,"['guitar', 'string section']",0.0298,2.27e-05,9,1,70.856,-8.164,"Hello--how are you Have you been alright, through all those lonely nights, That's what I'd say, I'd tell you everything, If you'd pick up that telephone.","['B', 'E', 'F#', 'F#']","['B', 'E', 'G#m', 'F#']","[11, 4, 6, 6]","[11, 4, 20, 6]","[2, -5, -3, -3]","[2, -5, 11, -3]","[-7, 2, 0]","[-7, 16, -14]"
1KsI8NEeAna8ZIdojI3FiT,Hungry Heart,Bruce Springsteen,"['drums', 'bass']",0.0273,0.009,8,1,109.823,-7.41,Got a wife and kids in Baltimore Jack I went out for a ride and I never went back Like a river that don't know where it's flowing I took a wrong turn and I just kept going ,"['G', 'C', 'G', 'D']","['G', 'C', 'G', 'D']","[7, 0, 7, 2]","[7, 0, 7, 2]","[-1, -8, -1, -6]","[-1, -8, -1, -6]","[-7, 7, -5]","[-7, 7, -5]"
7wWw7hBmErNg9u5w6Xx0vy,Make It with You,Bread,"['piano', 'guitar']",0.0246,0.000648,4,1,83.886,-11.123,"The song ""Make It with You"" by Bread expresses a deep longing for connection and intimacy, emphasizing the desire to share life’s journey with a loved one. It reflects themes of love, commitment, and the hope of achieving happiness together.","['C', 'G', 'Am', 'F']","['C', 'G', 'F', 'C']","[0, 7, 21, 5]","[0, 7, 5, 0]","[-4, 3, 17, 1]","[-4, 3, 1, -4]","[7, 14, -16]","[7, -2, -5]"
3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,Bob Dylan,"['organ', 'guitar']",0.0321,0.0,0,1,95.263,-6.839,"Once upon a time you dressed so fine You threw the bums a dime in your prime, didn't you? People'd call, say, ""Beware doll, you're bound to fall"" You thought they were all kiddin' you","['C', 'C', 'G', 'F']","['C', 'C', 'G', 'F']","[0, 0, 7, 5]","[0, 0, 7, 5]","[0, 0, 7, 5]","[0, 0, 7, 5]","[0, 7, -2]","[0, 7, -2]"
2OqI9fjaLeXnphj1Vcs1bi,I Can Talk,Two Door Cinema Club,"['guitar', 'bass']",0.217,0.0987,9,0,162.923,-5.058,"You won't believe what I tell you, White coats and clever minds will choose You get a lot from this Loose tongue and arrogance","['C', 'G', 'Am', 'F']","['C', 'G', 'Am', 'F']","[0, 7, 21, 5]","[0, 7, 21, 5]","[-9, -2, 12, -4]","[-9, -2, 12, -4]","[7, 14, -16]","[7, 14, -16]"
1BLOVHYYlH4JUHQGcpt75R,Ode To The Mets,The Strokes,"['guitar', 'drums']",0.0289,0.181,1,0,92.002,-5.423,"Up on his horse, up on his horse Not gonna wake up here anymore Listen one time, it's not the truth It's just the story I tell to you","['C', 'G', 'Am', 'F']","['C', 'G', 'Am', 'F']","[0, 7, 21, 5]","[0, 7, 21, 5]","[-1, 6, 20, 4]","[-1, 6, 20, 4]","[7, 14, -16]","[7, 14, -16]"
0AJhcuRl3i1FfPNr88ZScv,You're in Love with a Psycho,Kasabian,"['synthesizer', 'guitar']",0.0473,0.000107,11,0,120.009,-5.049,You know it's the place I need But you got me walking circles like a dog on a lead And the doctors say I'm crazy that I'm eight miles thick I'm like the taste of macaroni on a seafood stick,"['Bm', 'A', 'G', 'D']","['Bm', 'A', 'G', 'D']","[23, 9, 7, 2]","[23, 9, 7, 2]","[12, -2, -4, -9]","[12, -2, -4, -9]","[-14, -2, -5]","[-14, -2, -5]"
3DQVgcqaP3iSMbaKsd57l5,I Bet You Look Good On The Dancefloor,Arctic Monkeys,"['guitar', 'drums']",0.0356,0.0,6,0,103.183,-4.19,"Stop making the eyes at me, I'll stop making the eyes at you And what it is that surprises me, is that I don't really want you too And your shoulders are frozen (cold as the night) Oh but you're an explosion (your dynamite)","['D', 'A', 'G', 'D']","['D', 'A', 'G', 'D']","[2, 9, 7, 2]","[2, 9, 7, 2]","[-4, 3, 1, -4]","[-4, 3, 1, -4]","[7, -2, -5]","[7, -2, -5]"
3cU9b4vb5yzyM12RXJ1k3s,Music When The Lights Go Out,The Libertines,"['guitar', 'bass']",0.0345,4.96e-06,0,1,111.088,-6.077,Well is it cruel or kind Not to speak my mind And to lie to you Rather than hurt you ,"['F', 'C', 'G', 'Am']","['F', 'C', 'G', 'Am']","[5, 0, 7, 21]","[5, 0, 7, 21]","[5, 0, 7, 21]","[5, 0, 7, 21]","[-5, 7, 14]","[-5, 7, 14]"
3s5ogvexUgA6XjNj37zpnP,Piledriver waltz,Alex Turner,"['piano', 'guitar']",0.0285,0.612,1,1,105.921,-7.861,I etched the face of a stopwatch  On the back of a raindrop  And did a swap for the sand in an hourglass.  I heard the nun happy ending it sort of sounds like you’re leaving ,"['A', 'E', 'F#m', 'D']","['A', 'D', 'C#m', 'E']","[9, 4, 18, 2]","[9, 2, 13, 4]","[8, 3, 17, 1]","[8, 1, 12, 3]","[-5, 14, -16]","[-7, 11, -9]"
5GGTgkmfEzkhAfmG0hxXk9,Champagne Supernova,Oasis,"['guitar', 'drums']",0.0389,0.00496,2,1,150.397,-2.309,How many special people change? How many lives are living strange? Where were you when we were getting high? Slowly walking down the hall,"['C', 'G', 'Am', 'E']","['F', 'G', 'C', 'G']","[0, 7, 21, 4]","[5, 7, 0, 7]","[-2, 5, 19, 2]","[3, 5, -2, 5]","[7, 14, -17]","[2, -7, 7]"
0Ln5tJyLX5qusquBOtq7wf,Fire,Kasabian,"['synthesizer', 'drums']",0.0311,0.149,10,1,117.029,-5.643,"Shake me into the night and I'm an easy lover. Take me into the fight and I'm an easy brother. and I'm on fire. Burn my sweet effigy, I'm a road runner","['B', 'G#m', 'E', 'F#']","['F#', 'B', 'G#m', 'E']","[11, 20, 4, 6]","[6, 11, 20, 4]","[1, 10, -6, -4]","[-4, 1, 10, -6]","[9, -16, 2]","[5, 9, -16]"
6DUKQUhWqUySYngLXLNwP2,Automatic Stop,The Strokes,"['bass guitar', 'organ']",0.0376,0.719,1,1,105.921,-6.109,"So many fish there in the sea  I wanted you, you wanted me  That's just a phase, it's got to pass  I was a train moving too fast ","['A', 'C#m', 'F#m', 'E']","['A', 'C#m', 'F#m', 'E']","[9, 13, 18, 4]","[9, 13, 18, 4]","[8, 12, 17, 3]","[8, 12, 17, 3]","[4, 5, -14]","[4, 5, -14]"
3xMQOd1C3TXsjQ3pmzOmkC,Weight of Love,The Black Keys,"['guitar', 'keyboard']",0.0322,0.888,2,1,151.468,-8.621,"I used to think Darling, you never did nothing But you were always up to something, Always at a run in yeah","['C', 'G', 'Am', 'F']","['C', 'G', 'Am', 'F']","[0, 7, 21, 5]","[0, 7, 21, 5]","[-2, 5, 19, 3]","[-2, 5, 19, 3]","[7, 14, -16]","[7, 14, -16]"
0gCNIZWff5ymNGYMbwImMz,Indie Rokkers,MGMT,"['synthesizer', 'drum machine']",0.0321,0.466,4,1,139.978,-8.226,i like the line between your belly and your thighs the smell of your hair the sparkle in your eyes the smoke in your breath,"['C', 'G', 'Am', 'F']","['C', 'G', 'Am', 'F']","[0, 7, 21, 5]","[0, 7, 21, 5]","[-4, 3, 17, 1]","[-4, 3, 17, 1]","[7, 14, -16]","[7, 14, -16]"
3TZXieYvqCuR40LZJbp6Ik,Lazy Eye,Silversun Pickups,"['guitar', 'bass guitar']",0.0468,0.726,4,1,127.39,-5.044,I've been waiting  i've been waiting for this moment all my life  but it's not quite right  and this 'real' ,"['D', 'A', 'B', 'G']","['D', 'A', 'B', 'G']","[2, 9, 11, 7]","[2, 9, 11, 7]","[-2, 5, 7, 3]","[-2, 5, 7, 3]","[7, 2, -4]","[7, 2, -4]"
7wclPheMJAUKn2njmO2s3A,Pork And Beans,Weezer,"['synthesizer', 'drums']",0.0339,8.06e-06,6,1,119.838,-6.622,They say I need some rogaine to put in my hair Work it out at the gym to fit my underwear Oakley makes the shades to transform a tool You'd hate for the kids to think that you've lost your cool,"['B', 'D#', 'G#m', 'E']","['B', 'D#', 'G#m', 'E']","[11, 3, 20, 4]","[11, 3, 20, 4]","[5, -3, 14, -2]","[5, -3, 14, -2]","[-8, 17, -16]","[-8, 17, -16]"
67vYdAAM3oGsEImCRfbtsF,Times Like These,Foo Fighters,"['guitar', 'drums']",0.0879,1.4e-05,4,0,144.581,-3.793,"I, I'm a one way motorway I'm the one that drives away, follows you back home I, I'm a street light shining I'm a white light blinding bright, burning off and on, oh","['C', 'G', 'A', 'E']","['D', 'A', 'Bm', 'G']","[0, 7, 9, 4]","[2, 9, 23, 7]","[-4, 3, 5, 0]","[-2, 5, 19, 3]","[7, 2, -5]","[7, 14, -16]"
3Y4rUyw7XBCK6hGHCOt6rp,"Call It Fate, Call It Karma",The Strokes,"['guitar', 'drums']",0.03,0.774,4,0,109.437,-14.779,"The theme of ""Call It Fate, Call It Karma"" revolves around the inevitability of life's twists and turns, suggesting that destiny plays a significant role in shaping our experiences. It reflects a sense of acceptance and resignation towards the unpredictability of relationships and experiences, emphasizing the intertwining of fate and personal choices.","['F', 'G', 'Em', 'Am']","['F', 'G', 'Em', 'Am']","[5, 7, 16, 21]","[5, 7, 16, 21]","[1, 3, 12, 17]","[1, 3, 12, 17]","[2, 9, 5]","[2, 9, 5]"
4KcH1ZRV2W1q7Flq0QqC76,Blitzkrieg Bop - 2016 Remaster,Ramones,"['guitar', 'drums']",0.233,0.47,9,1,176.701,-2.533,"The theme of ""Blitzkrieg Bop"" revolves around the exuberance of youth culture, emphasizing the excitement of rebellion and camaraderie among friends. It captures a sense of carefree fun and collective energy, celebrating the spirit of rock music and the thrill of the crowd.","['A', 'D', 'G', 'A']","['A', 'D', 'E', 'A']","[9, 2, 7, 9]","[9, 2, 4, 9]","[0, -7, -2, 0]","[0, -7, -5, 0]","[-7, 5, 2]","[-7, 2, 5]"
5DuaMIvmPyT3oEvuccx6JO,Perfect,The Smashing Pumpkins,"['guitar', 'bass']",0.0436,0.647,7,1,114.289,-6.327,"The song ""Perfect"" by The Smashing Pumpkins explores themes of longing and the desire for connection amidst feelings of imperfection and uncertainty. It reflects a deep yearning for love and understanding in a chaotic world, highlighting the struggles of reconciling personal flaws with the pursuit of ideal relationships.","['C', 'G', 'Am', 'F']","['C', 'G', 'Dm', 'F']","[0, 7, 21, 5]","[0, 7, 14, 5]","[-7, 0, 14, -2]","[-7, 0, 7, -2]","[7, 14, -16]","[7, 7, -9]"
